            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2352045.500000000, A.D. 1727-Aug-01 00:00:00.0000, -4.495833830076872E+01, -1.536746521526659E+01,  2.295146416209814E+01,
2352076.500000000, A.D. 1727-Sep-01 00:00:00.0000, -4.494383642356973E+01, -1.543137913205944E+01,  2.293698461246878E+01,
2352106.500000000, A.D. 1727-Oct-01 00:00:00.0000, -4.492972769536821E+01, -1.549320925280722E+01,  2.292293007604225E+01,
2352137.500000000, A.D. 1727-Nov-01 00:00:00.0000, -4.491507145003909E+01, -1.555707921008622E+01,  2.290836357920881E+01,
2352167.500000000, A.D. 1727-Dec-01 00:00:00.0000, -4.490081249477208E+01, -1.561886948134667E+01,  2.289422491910436E+01,
2352198.500000000, A.D. 1728-Jan-01 00:00:00.0000, -4.488599882182344E+01, -1.568270045178791E+01,  2.287957149043900E+01,
2352229.500000000, A.D. 1728-Feb-01 00:00:00.0000, -4.487110218013130E+01, -1.574651198722396E+01,  2.286487379153939E+01,
2352258.500000000, A.D. 1728-Mar-01 00:00:00.0000, -4.485709052167435E+01, -1.580618770898727E+01,  2.285108429611407E+01,
2352289.500000000, A.D. 1728-Apr-01 00:00:00.0000, -4.484203130733783E+01, -1.586995776574549E+01,  2.283630106587916E+01,
2352319.500000000, A.D. 1728-May-01 00:00:00.0000, -4.482737812056624E+01, -1.593164927486726E+01,  2.282195270500467E+01,
2352350.500000000, A.D. 1728-Jun-01 00:00:00.0000, -4.481215484298137E+01, -1.599537491964628E+01,  2.280708275279845E+01,
2352380.500000000, A.D. 1728-Jul-01 00:00:00.0000, -4.479734383732811E+01, -1.605702437775754E+01,  2.279265056602069E+01,
2352411.500000000, A.D. 1728-Aug-01 00:00:00.0000, -4.478195660995863E+01, -1.612070824746758E+01,  2.277769393647436E+01,
2352442.500000000, A.D. 1728-Sep-01 00:00:00.0000, -4.476648461741848E+01, -1.618437103557478E+01,  2.276269322486698E+01,
2352472.500000000, A.D. 1728-Oct-01 00:00:00.0000, -4.475143030675824E+01, -1.624595987870008E+01,  2.274813440936137E+01,
2352503.500000000, A.D. 1728-Nov-01 00:00:00.0000, -4.473578953962102E+01, -1.630957982178453E+01,  2.273304692704357E+01,
2352533.500000000, A.D. 1728-Dec-01 00:00:00.0000, -4.472057193883727E+01, -1.637112595707133E+01,  2.271840427450241E+01,
2352564.500000000, A.D. 1729-Jan-01 00:00:00.0000, -4.470476317724664E+01, -1.643470214310766E+01,  2.270323031532729E+01,
2352595.500000000, A.D. 1729-Feb-01 00:00:00.0000, -4.468886836244526E+01, -1.649825701338083E+01,  2.268801245227904E+01,
2352623.500000000, A.D. 1729-Mar-01 00:00:00.0000, -4.467443701009557E+01, -1.655564343199611E+01,  2.267422956549015E+01,
2352654.500000000, A.D. 1729-Apr-01 00:00:00.0000, -4.465837510645292E+01, -1.661915855910999E+01,  2.265892810339397E+01,
2352684.500000000, A.D. 1729-May-01 00:00:00.0000, -4.464274553136583E+01, -1.668060352930018E+01,  2.264407835417963E+01,
2352715.500000000, A.D. 1729-Jun-01 00:00:00.0000, -4.462650630873456E+01, -1.674407297736841E+01,  2.262869039121808E+01,
2352745.500000000, A.D. 1729-Jul-01 00:00:00.0000, -4.461070561871199E+01, -1.680547123717892E+01,  2.261375701109339E+01,
2352776.500000000, A.D. 1729-Aug-01 00:00:00.0000, -4.459429096900202E+01, -1.686889088060497E+01,  2.259828274462862E+01,
2352807.500000000, A.D. 1729-Sep-01 00:00:00.0000, -4.457778864471950E+01, -1.693228554197754E+01,  2.258276474219806E+01,
2352837.500000000, A.D. 1729-Oct-01 00:00:00.0000, -4.456173475202996E+01, -1.699361270617019E+01,  2.256770563466131E+01,
2352868.500000000, A.D. 1729-Nov-01 00:00:00.0000, -4.454505784457737E+01, -1.705696118017689E+01,  2.255210146840133E+01,
2352898.500000000, A.D. 1729-Dec-01 00:00:00.0000, -4.452883270277461E+01, -1.711824387183284E+01,  2.253695894922611E+01,
2352929.500000000, A.D. 1730-Jan-01 00:00:00.0000, -4.451197620341770E+01, -1.718154546319110E+01,  2.252126853493739E+01,
2352960.500000000, A.D. 1730-Feb-01 00:00:00.0000, -4.449502739831448E+01, -1.724482112425167E+01,  2.250553435868239E+01,
2352988.500000000, A.D. 1730-Mar-01 00:00:00.0000, -4.447963996424031E+01, -1.730195040259537E+01,  2.249128531044984E+01,
2353019.500000000, A.D. 1730-Apr-01 00:00:00.0000, -4.446251662050518E+01, -1.736517514736577E+01,  2.247546804084143E+01,
2353049.500000000, A.D. 1730-May-01 00:00:00.0000, -4.444585843202833E+01, -1.742633464435819E+01,  2.246011950132648E+01,
2353080.500000000, A.D. 1730-Jun-01 00:00:00.0000, -4.442855453420592E+01, -1.748950647546426E+01,  2.244421644029009E+01,
2353110.500000000, A.D. 1730-Jul-01 00:00:00.0000, -4.441172010550260E+01, -1.755061461862534E+01,  2.242878478572052E+01,
2353141.500000000, A.D. 1730-Aug-01 00:00:00.0000, -4.439423245591236E+01, -1.761373149346405E+01,  2.241279578699372E+01,
2353172.500000000, A.D. 1730-Sep-01 00:00:00.0000, -4.437665167479635E+01, -1.767681868137521E+01,  2.239676316393610E+01,
2353202.500000000, A.D. 1730-Oct-01 00:00:00.0000, -4.435954983191207E+01, -1.773784179825648E+01,  2.238120623113831E+01,
2353233.500000000, A.D. 1730-Nov-01 00:00:00.0000, -4.434178790566743E+01, -1.780086898613046E+01,  2.236508797824244E+01,
2353263.500000000, A.D. 1730-Dec-01 00:00:00.0000, -4.432451213601068E+01, -1.786183508414958E+01,  2.234944831776535E+01,
2353294.500000000, A.D. 1731-Jan-01 00:00:00.0000, -4.430656965955556E+01, -1.792480513644119E+01,  2.233324457907721E+01,
2353325.500000000, A.D. 1731-Feb-01 00:00:00.0000, -4.428853358556329E+01, -1.798774628366482E+01,  2.231699738740422E+01,
2353353.500000000, A.D. 1731-Mar-01 00:00:00.0000, -4.427216128252983E+01, -1.804457087461105E+01,  2.230228511182713E+01,
2353384.500000000, A.D. 1731-Apr-01 00:00:00.0000, -4.425394353536190E+01, -1.810745362961100E+01,  2.228595513269637E+01,
2353414.500000000, A.D. 1731-May-01 00:00:00.0000, -4.423622288221021E+01, -1.816827593365858E+01,  2.227011061750209E+01,
2353445.500000000, A.D. 1731-Jun-01 00:00:00.0000, -4.421781907051786E+01, -1.823109199005957E+01,  2.225369531891157E+01,
2353475.500000000, A.D. 1731-Jul-01 00:00:00.0000, -4.419992022632686E+01, -1.829184884704911E+01,  2.223776834670722E+01,
